YearsSinceLastPromotion,JobSatisfaction,JobLevel,JobRole,YearsInCurrentRole,WorkLifeBalance,JobInvolvement,Gender,Department,RelationshipSatisfaction,YearsAtCompany,MonthlyIncome,TrainingTimesLastYear,MaritalStatus,EnvironmentSatisfaction,Age,HourlyRate,PerformanceRating,Attrition,DistanceFromHome,OverTime,NumCompaniesWorked
1,4,1,Research Scientist,5,3,3,Female,Research & Development,1,7,2514,1,Divorced,3,29,93,4,0,28,No,4
1,2,3,Manufacturing Director,7,2,3,Female,Research & Development,2,9,7655,3,Divorced,4,28,93,3,0,3,No,0
4,3,4,Manager,9,3,3,Male,Sales,4,12,17465,3,Married,1,46,52,3,0,3,No,3
0,2,3,Sales Executive,0,3,3,Male,Sales,3,1,7351,2,Single,4,38,32,3,0,2,No,7
0,1,3,Manufacturing Director,7,3,3,Female,Research & Development,3,8,10820,1,Married,3,43,83,3,0,27,No,8
11,4,4,Healthcare Representative,7,3,3,Male,Research & Development,4,18,12169,4,Divorced,1,39,84,3,1,2,No,7
4,3,5,Research Director,7,4,2,Male,Research & Development,1,20,19626,2,Single,3,40,44,3,0,14,No,1
2,2,1,Research Scientist,2,4,2,Female,Research & Development,3,2,2070,6,Single,4,21,70,3,0,1,Yes,1
0,2,2,Laboratory Technician,4,2,3,Male,Research & Development,3,5,6782,2,Single,3,39,70,3,0,9,No,9
0,4,2,Manufacturing Director,9,3,3,Male,Research & Development,1,11,7779,0,Single,1,36,78,4,0,18,No,2
2,4,1,Sales Representative,2,3,4,Male,Sales,1,2,2791,4,Married,3,31,67,3,0,20,No,0
0,2,1,Research Scientist,3,1,2,Male,Research & Development,1,5,3201,2,Married,1,28,67,3,0,2,No,0
0,4,2,Sales Executive,2,3,3,Male,Sales,4,5,4968,3,Divorced,4,35,54,3,0,11,No,1
2,2,4,Sales Executive,8,3,2,Male,Sales,2,9,13120,3,Married,4,49,56,3,0,8,No,6
0,3,2,Manufacturing Director,2,2,3,Male,Research & Development,4,3,4033,3,Single,4,34,95,3,0,2,No,2
1,2,1,Research Scientist,5,2,3,Female,Research & Development,4,7,3291,2,Divorced,4,29,61,3,0,10,No,0
0,4,2,Laboratory Technician,0,3,1,Male,Research & Development,1,1,4272,3,Single,2,42,56,3,0,29,No,4
1,4,2,Manufacturing Director,7,2,2,Male,Research & Development,3,10,5056,2,Married,2,29,79,3,0,8,Yes,1
5,3,1,Human Resources,6,4,4,Male,Human Resources,4,7,2844,2,Married,3,38,37,3,0,1,No,1
0,3,1,Research Scientist,1,3,2,Male,Research & Development,4,3,2703,2,Divorced,3,28,39,3,0,6,Yes,1
0,3,1,Laboratory Technician,0,3,3,Male,Research & Development,4,0,1904,0,Single,3,18,80,3,1,8,No,1
0,1,2,Sales Executive,2,3,3,Female,Sales,1,5,8224,3,Single,1,33,77,3,1,9,Yes,0
0,4,1,Laboratory Technician,0,3,3,Male,Research & Development,1,1,4766,4,Married,2,41,46,3,0,12,Yes,3
2,3,1,Laboratory Technician,2,2,3,Male,Research & Development,3,2,2610,5,Married,3,31,72,3,1,15,No,1
1,4,2,Healthcare Representative,2,3,2,Female,Research & Development,3,6,5731,2,Divorced,3,37,52,3,0,25,No,7
2,3,1,Research Scientist,2,3,2,Male,Research & Development,3,4,2539,0,Married,4,27,55,3,0,6,No,1
1,3,2,Sales Executive,5,2,3,Female,Sales,1,6,5714,3,Married,2,34,70,4,0,9,No,1
1,3,1,Human Resources,4,1,3,Male,Human Resources,2,5,4323,2,Single,3,35,100,3,0,8,No,1
3,1,3,Sales Executive,8,1,2,Female,Sales,1,11,7336,3,Married,4,29,45,3,1,23,No,1
2,3,3,Research Director,7,2,3,Female,Research & Development,3,18,13499,3,Single,2,40,88,3,0,9,No,9
13,1,4,Sales Executive,9,2,3,Male,Sales,2,21,13758,2,Single,3,42,44,3,1,12,Yes,0
1,1,2,Sales Executive,4,4,3,Male,Sales,4,6,5155,3,Single,2,42,45,3,0,4,No,7
1,3,1,Laboratory Technician,0,3,2,Male,Research & Development,2,8,2258,2,Married,4,35,58,3,0,1,No,6
1,2,1,Laboratory Technician,3,3,3,Male,Research & Development,4,4,3597,2,Single,4,24,49,4,0,24,No,8
0,4,1,Laboratory Technician,1,2,3,Female,Research & Development,4,1,2515,4,Married,3,28,79,3,1,12,Yes,1
0,4,1,Laboratory Technician,7,3,4,Male,Research & Development,2,8,4420,2,Married,1,26,82,4,0,3,No,1
1,3,2,Sales Executive,3,3,2,Male,Sales,1,10,6578,3,Married,3,30,72,3,0,10,No,1
0,4,2,Research Scientist,1,1,2,Female,Research & Development,4,1,4422,3,Married,3,40,92,3,0,26,Yes,3
6,2,3,Manufacturing Director,7,4,2,Male,Research & Development,2,7,10274,2,Divorced,3,35,44,3,0,2,No,2
4,1,2,Healthcare Representative,9,3,2,Male,Research & Development,3,13,5343,3,Single,4,34,97,4,0,1,No,0
2,4,1,Laboratory Technician,2,4,2,Male,Research & Development,2,2,2376,2,Married,4,35,47,3,0,4,No,1
1,3,2,Sales Executive,3,2,1,Female,Sales,2,4,5346,2,Single,1,43,85,3,1,9,No,8
0,1,1,Sales Representative,0,3,3,Female,Sales,3,1,2827,3,Divorced,3,32,76,3,0,2,No,1
4,1,5,Manager,2,3,3,Female,Research & Development,4,5,19943,2,Divorced,4,56,92,3,0,4,No,4
0,4,1,Laboratory Technician,8,3,3,Female,Research & Development,1,10,3131,5,Married,2,29,54,3,0,6,No,1
0,1,1,Research Scientist,1,3,3,Male,Research & Development,3,1,2552,4,Single,3,19,54,4,0,9,No,1
0,3,1,Research Scientist,2,2,3,Female,Research & Development,3,3,4477,2,Married,1,45,83,3,0,7,Yes,4
3,4,2,Manufacturing Director,8,2,2,Female,Research & Development,2,14,6474,2,Married,4,37,56,3,0,1,No,1
1,3,1,Laboratory Technician,2,2,2,Male,Research & Development,1,2,3033,2,Single,1,20,87,3,0,3,No,1
0,3,1,Research Scientist,4,3,3,Male,Research & Development,3,6,2936,4,Single,3,44,96,3,1,10,Yes,1
4,3,5,Manager,7,3,3,Female,Research & Development,2,7,18606,6,Divorced,4,53,50,3,0,7,No,3
1,4,1,Research Scientist,4,2,1,Female,Research & Development,1,5,2168,2,Married,2,29,69,3,0,15,Yes,0
0,4,1,Research Scientist,0,3,2,Male,Research & Development,2,0,2853,5,Married,3,22,48,3,1,3,Yes,0
15,1,4,Manager,15,3,3,Female,Sales,1,26,17048,2,Married,3,46,69,4,0,2,No,8
0,3,1,Research Scientist,0,3,1,Male,Research & Development,4,0,2290,3,Single,4,44,74,3,0,17,No,2
1,3,1,Human Resources,4,3,3,Male,Human Resources,4,5,3600,2,Married,2,33,99,3,0,2,No,1
0,1,1,Research Scientist,0,1,2,Male,Research & Development,1,1,2107,2,Divorced,1,41,95,3,1,5,No,6
0,1,2,Sales Executive,3,3,3,Male,Sales,3,4,4115,3,Divorced,3,30,61,3,0,29,No,8
0,2,2,Sales Executive,0,3,3,Male,Sales,4,0,4327,2,Married,2,40,62,3,0,2,No,5
2,1,4,Manager,2,3,3,Female,Research & Development,3,2,17856,3,Married,4,50,30,4,0,2,No,2
3,1,1,Laboratory Technician,5,3,2,Male,Research & Development,3,6,3196,2,Married,4,28,78,3,0,19,No,1
0,2,5,Research Director,2,3,3,Male,Research & Development,1,4,19081,2,Married,4,46,52,3,0,15,No,5
1,1,2,Sales Executive,7,3,3,Male,Sales,4,7,8966,2,Married,3,35,94,3,0,17,Yes,3
0,2,1,Laboratory Technician,0,1,3,Female,Research & Development,1,1,2210,3,Married,4,24,97,3,1,17,No,1
0,3,2,Sales Executive,7,2,3,Female,Sales,1,10,4539,3,Married,2,33,82,3,0,25,No,1
1,3,1,Laboratory Technician,7,3,1,Male,Research & Development,3,7,2741,4,Divorced,3,36,60,3,0,6,No,1
8,3,2,Laboratory Technician,7,2,3,Male,Research & Development,1,10,3491,4,Divorced,3,30,49,3,0,7,No,1
13,4,2,Research Scientist,11,3,3,Male,Research & Development,2,20,4541,3,Single,4,44,32,4,0,29,No,1
2,4,1,Sales Representative,1,3,4,Male,Sales,4,2,2678,2,Single,3,20,43,3,0,21,No,1
1,4,2,Manufacturing Director,3,2,3,Male,Research & Development,3,6,7379,3,Divorced,4,46,60,3,0,2,No,2
0,1,2,Human Resources,3,4,4,Male,Human Resources,1,4,6272,3,Married,4,42,79,3,0,2,No,7
1,4,2,Sales Executive,7,3,4,Male,Sales,2,11,5220,3,Divorced,2,60,52,3,0,7,Yes,0
2,2,1,Laboratory Technician,2,3,2,Female,Research & Development,3,2,2743,2,Married,3,32,77,4,0,13,No,1
0,3,2,Research Scientist,7,3,3,Female,Research & Development,4,8,4998,2,Single,4,32,38,3,0,2,Yes,4
7,1,3,Manufacturing Director,7,3,1,Female,Research & Development,3,7,10252,2,Divorced,3,36,77,4,0,1,Yes,2
4,4,1,Research Scientist,10,3,3,Male,Research & Development,2,14,2781,5,Married,1,33,60,3,0,9,No,0
1,2,2,Sales Executive,1,4,2,Female,Sales,2,5,6852,2,Divorced,2,40,84,3,0,10,No,7
1,4,2,Sales Executive,3,3,3,Male,Sales,2,4,4950,4,Single,3,25,57,3,0,10,No,0
5,2,1,Research Scientist,9,3,3,Male,Research & Development,1,11,3579,2,Married,4,30,63,4,0,1,Yes,0
0,1,3,Research Director,0,3,3,Female,Research & Development,3,1,13191,6,Married,1,42,60,3,0,26,Yes,3
4,4,3,Sales Executive,2,2,2,Female,Sales,2,13,10377,6,Married,3,35,78,3,0,8,Yes,4
6,1,1,Research Scientist,7,2,3,Male,Research & Development,4,9,2235,3,Married,1,27,42,3,0,14,Yes,1
1,3,3,Manufacturing Director,4,1,3,Female,Research & Development,1,5,10502,2,Divorced,4,54,53,3,0,1,No,7
7,4,1,Research Scientist,5,3,4,Female,Research & Development,4,10,2011,5,Married,1,44,72,3,0,2,No,1
0,2,1,Research Scientist,1,4,2,Female,Research & Development,2,1,1859,2,Single,1,19,96,4,1,10,Yes,1
1,4,1,Research Scientist,2,3,3,Female,Research & Development,1,3,3760,5,Divorced,1,29,97,3,0,1,No,1
0,4,4,Research Director,9,3,3,Male,Research & Development,1,10,17779,2,Married,4,54,85,3,0,3,No,3
0,1,2,Healthcare Representative,5,2,3,Male,Research & Development,4,6,6833,2,Married,3,31,80,3,0,11,Yes,1
1,1,2,Healthcare Representative,9,3,2,Female,Research & Development,2,10,6812,2,Single,3,31,96,3,0,24,No,1
0,4,2,Sales Executive,1,3,2,Female,Sales,4,6,5171,2,Single,3,59,48,3,0,3,No,5
0,4,5,Research Director,7,3,1,Male,Research & Development,2,8,19740,2,Married,3,43,96,3,0,3,No,3
0,3,5,Manager,0,4,2,Male,Research & Development,3,1,18711,2,Married,1,49,85,3,0,4,No,2
0,2,1,Research Scientist,10,2,3,Male,Research & Development,3,11,3692,2,Married,3,36,46,3,0,3,No,1
0,2,1,Laboratory Technician,0,2,4,Male,Research & Development,3,1,2559,4,Single,4,48,76,3,0,2,No,5
0,3,1,Research Scientist,3,3,3,Male,Research & Development,2,5,2517,2,Divorced,1,27,76,3,0,4,No,1
1,4,2,Healthcare Representative,0,3,3,Male,Research & Development,2,6,6623,2,Divorced,3,29,82,3,0,7,Yes,1
0,4,5,Research Director,0,4,2,Male,Research & Development,3,1,18265,3,Single,4,48,76,3,0,1,No,6
1,4,4,Research Director,7,2,2,Female,Research & Development,2,7,16124,2,Divorced,4,29,87,3,0,1,No,3
0,3,1,Research Scientist,0,2,4,Female,Research & Development,4,1,2585,5,Married,3,34,89,3,0,20,No,0
3,2,5,Manager,9,3,3,Male,Sales,3,22,18213,5,Married,2,44,88,3,0,5,No,7
0,3,3,Sales Executive,8,3,4,Male,Sales,4,9,8380,3,Divorced,4,33,82,3,0,10,Yes,0
0,4,1,Research Scientist,0,3,4,Female,Research & Development,4,1,2994,2,Single,2,19,57,3,0,25,Yes,1
0,3,1,Research Scientist,0,3,3,Male,Research & Development,4,1,1223,2,Married,4,23,47,4,0,1,No,1
1,4,1,Sales Representative,0,3,1,Male,Sales,4,1,1118,4,Single,3,25,73,3,1,24,Yes,1
2,4,1,Research Scientist,5,2,3,Male,Research & Development,2,8,2875,2,Single,3,26,53,4,0,4,Yes,1
1,2,5,Manager,10,3,1,Female,Sales,1,24,18824,2,Single,1,45,94,3,1,2,Yes,2
15,2,4,Healthcare Representative,9,3,2,Male,Research & Development,4,33,13577,3,Divorced,4,55,37,3,0,8,Yes,1
2,3,1,Laboratory Technician,2,1,2,Female,Research & Development,3,2,2625,2,Single,1,21,45,4,1,10,No,1
0,2,5,Manager,4,3,2,Female,Sales,3,11,18789,2,Married,4,46,33,3,0,4,No,2
0,1,2,Sales Executive,2,3,3,Female,Sales,4,3,4538,3,Single,3,34,86,3,0,2,Yes,0
11,2,5,Manager,10,2,3,Male,Sales,1,29,19847,5,Divorced,4,51,83,4,0,9,Yes,4
5,4,3,Manufacturing Director,7,2,3,Male,Research & Development,4,9,10512,6,Single,4,59,67,3,0,18,No,6
5,2,2,Laboratory Technician,8,4,3,Female,Research & Development,3,11,4444,2,Divorced,3,34,46,3,0,19,No,4
0,3,1,Laboratory Technician,2,2,3,Male,Research & Development,3,4,2154,2,Single,4,28,44,3,0,1,Yes,0
14,1,5,Manager,9,2,4,Male,Research & Development,4,25,19190,4,Divorced,3,44,92,3,0,4,No,1
1,2,2,Human Resources,9,4,2,Male,Human Resources,4,10,4490,5,Married,3,34,56,3,0,11,No,4
2,3,1,Research Scientist,2,3,3,Male,Research & Development,4,3,3506,3,Married,3,35,66,3,0,6,Yes,0
0,2,2,Research Scientist,0,3,4,Female,Research & Development,4,1,2372,2,Married,2,42,78,3,0,7,Yes,6
15,4,3,Sales Executive,7,4,2,Female,Sales,4,21,10231,3,Single,4,43,56,3,0,4,No,3
5,2,2,Manufacturing Director,14,3,3,Female,Research & Development,4,16,5410,2,Single,3,36,53,3,0,2,Yes,9
0,4,3,Healthcare Representative,7,3,3,Female,Research & Development,4,10,7978,2,Married,1,44,73,3,1,15,No,1
2,4,1,Laboratory Technician,2,3,2,Male,Research & Development,2,2,3867,2,Married,4,28,52,3,0,2,Yes,1
7,3,1,Laboratory Technician,0,2,2,Female,Research & Development,2,7,2838,6,Single,2,51,40,3,0,6,No,0
1,3,2,Manufacturing Director,4,3,3,Female,Research & Development,3,8,4695,3,Single,3,30,72,3,0,9,Yes,7
7,3,1,Laboratory Technician,7,3,3,Female,Research & Development,1,7,3339,2,Divorced,2,29,39,3,1,7,Yes,3
1,1,1,Research Scientist,2,2,3,Male,Research & Development,2,3,2080,2,Single,4,28,84,3,0,1,No,2
2,2,1,Research Scientist,2,2,3,Female,Research & Development,4,2,2096,3,Single,4,25,40,3,0,1,No,1
0,4,2,Sales Executive,7,4,4,Male,Sales,3,10,6209,4,Married,3,32,56,3,0,8,No,1
0,2,5,Manager,0,3,3,Female,Research & Development,3,0,18061,4,Single,2,45,83,4,0,25,No,3
15,2,4,Manager,9,3,2,Female,Research & Development,4,19,17123,4,Divorced,3,39,94,3,0,13,Yes,6
2,3,1,Research Scientist,2,3,3,Male,Research & Development,4,2,2372,3,Divorced,1,58,88,3,0,23,No,1
1,3,2,Laboratory Technician,4,3,3,Male,Research & Development,1,10,4883,3,Married,4,32,79,3,1,7,No,1
0,1,1,Research Scientist,2,3,3,Male,Research & Development,1,5,3904,2,Single,3,39,93,3,1,23,No,0
6,4,2,Laboratory Technician,2,3,2,Female,Research & Development,1,9,4627,6,Married,1,30,48,3,0,6,No,0
1,3,3,Healthcare Representative,7,3,3,Female,Research & Development,1,7,7094,0,Married,4,36,63,3,0,10,No,3
5,1,1,Human Resources,6,4,3,Female,Human Resources,3,7,3423,3,Single,4,46,44,3,0,1,No,6
7,4,2,Laboratory Technician,8,3,1,Female,Research & Development,1,9,6674,6,Married,3,28,55,3,0,1,No,0
1,1,4,Research Director,2,3,3,Female,Research & Development,2,3,16880,2,Married,4,50,43,3,0,28,Yes,4
1,2,3,Sales Executive,4,3,2,Male,Sales,3,5,9094,2,Single,4,40,57,3,1,25,Yes,2
7,2,3,Sales Executive,7,2,3,Male,Sales,3,8,8446,2,Single,2,52,64,3,1,5,Yes,9
0,1,3,Manager,1,3,3,Female,Research & Development,4,9,11916,2,Married,2,30,95,4,0,17,Yes,1
1,3,2,Manufacturing Director,7,3,3,Male,Research & Development,1,8,4534,6,Single,1,39,32,3,0,18,No,0
9,3,3,Sales Executive,8,2,3,Female,Sales,1,10,9852,5,Divorced,4,31,57,3,0,2,Yes,1
11,2,2,Sales Executive,2,3,1,Male,Sales,1,19,6151,4,Single,3,41,40,3,0,10,No,1
2,2,1,Sales Representative,2,4,3,Female,Sales,1,3,2302,2,Single,4,31,54,3,1,1,Yes,1
1,1,1,Laboratory Technician,2,4,3,Male,Research & Development,3,3,2362,4,Married,1,44,89,3,1,3,No,4
2,3,4,Manager,8,2,3,Male,Research & Development,4,20,17861,3,Married,3,42,37,3,0,2,Yes,0
9,3,5,Manager,9,3,1,Female,Research & Development,4,19,19187,5,Married,4,55,58,3,0,2,No,4
7,2,5,Manager,3,3,3,Male,Human Resources,1,7,19717,4,Single,4,56,99,3,0,8,No,6
0,3,1,Research Scientist,2,3,3,Male,Research & Development,2,4,3544,0,Divorced,3,40,74,3,0,16,No,9
1,4,3,Healthcare Representative,7,2,3,Male,Research & Development,4,9,8500,0,Divorced,4,34,86,3,0,9,No,0
8,4,2,Research Scientist,8,3,3,Male,Research & Development,3,9,4661,4,Single,3,40,98,3,0,2,No,1
1,1,2,Sales Executive,3,3,3,Female,Sales,4,9,4103,2,Divorced,3,41,66,3,0,1,No,0
1,3,2,Research Scientist,6,3,3,Male,Research & Development,2,9,4249,3,Single,3,35,87,3,0,4,Yes,1
0,2,4,Manager,9,3,3,Male,Human Resources,2,33,14026,2,Divorced,3,51,84,3,0,5,Yes,1
1,1,2,Sales Executive,7,3,3,Female,Sales,4,7,6893,3,Divorced,2,38,31,3,0,2,No,3
9,1,2,Sales Executive,8,4,3,Female,Sales,4,10,6125,6,Single,3,34,66,3,0,15,No,1
1,4,1,Laboratory Technician,2,2,3,Male,Research & Development,3,3,3669,6,Married,4,25,67,3,0,19,No,3
5,1,3,Manufacturing Director,9,2,2,Female,Research & Development,4,10,10008,0,Married,3,58,53,3,1,7,Yes,7
0,2,1,Laboratory Technician,2,3,3,Male,Research & Development,3,4,2387,3,Married,2,40,88,4,0,1,No,3
6,1,2,Sales Executive,7,2,4,Female,Sales,4,15,4639,2,Married,1,36,83,3,0,7,No,2
0,4,3,Manufacturing Director,9,3,3,Male,Research & Development,3,10,7898,2,Single,4,48,54,3,0,4,No,1
0,4,1,Sales Representative,0,3,4,Female,Sales,2,1,2534,4,Married,3,27,98,3,0,11,No,8
0,2,4,Manufacturing Director,2,2,2,Female,Research & Development,2,5,13142,1,Single,4,51,82,3,0,11,No,3
0,4,1,Laboratory Technician,0,4,3,Female,Research & Development,3,0,1611,5,Single,4,18,97,3,0,1,No,1
0,4,2,Laboratory Technician,7,3,2,Female,Research & Development,2,9,5363,0,Married,4,35,60,3,0,1,No,0
0,4,2,Sales Executive,2,3,1,Male,Sales,2,6,5071,3,Single,4,27,43,4,0,2,No,3
3,3,4,Sales Executive,7,2,4,Male,Sales,3,19,13695,2,Single,1,55,85,3,1,13,Yes,6
15,2,4,Manufacturing Director,16,3,3,Male,Research & Development,1,19,13402,0,Married,4,56,68,3,0,23,Yes,4
0,3,1,Research Scientist,4,3,2,Female,Research & Development,3,5,2029,2,Divorced,1,34,92,4,0,26,No,1
11,3,2,Healthcare Representative,11,3,4,Female,Research & Development,2,12,6377,0,Divorced,2,40,89,4,0,2,No,5
7,3,2,Laboratory Technician,7,3,3,Male,Research & Development,1,8,5429,1,Married,2,34,86,3,0,29,No,4
0,4,1,Sales Representative,0,4,2,Female,Sales,3,1,2785,3,Single,3,31,90,3,1,2,No,7
3,3,2,Sales Executive,2,2,3,Female,Sales,3,4,4614,0,Married,4,35,67,3,1,18,Yes,0
0,3,1,Research Scientist,2,3,4,Male,Research & Development,4,4,2610,2,Divorced,4,38,57,3,0,7,No,1
4,4,2,Healthcare Representative,11,4,3,Female,Research & Development,4,14,6687,2,Single,3,34,98,3,0,2,No,1
0,1,2,Sales Executive,3,3,2,Male,Sales,3,5,4724,0,Married,3,28,48,3,0,26,No,1
6,3,2,Manufacturing Director,2,2,3,Male,Research & Development,4,10,6179,3,Married,4,31,98,3,1,22,Yes,1
1,4,2,Sales Executive,4,4,2,Male,Sales,4,5,6120,2,Married,1,39,44,3,0,21,Yes,3
3,2,3,Sales Executive,2,3,3,Male,Sales,2,4,10596,5,Married,2,51,52,3,0,2,No,2
3,4,2,Research Scientist,2,2,3,Female,Research & Development,1,6,5467,4,Divorced,4,41,75,3,0,22,Yes,3
1,3,1,Research Scientist,4,3,3,Male,Research & Development,4,6,2996,2,Married,3,37,54,3,0,4,Yes,7
1,4,2,Sales Executive,4,4,3,Male,Sales,1,5,9998,2,Married,2,33,61,3,0,5,No,6
1,2,2,Sales Executive,2,2,3,Male,Sales,1,3,4078,3,Married,3,32,36,3,0,2,Yes,0
0,3,3,Healthcare Representative,4,3,3,Male,Research & Development,2,6,10920,2,Married,3,39,71,4,0,25,No,3
1,3,2,Sales Executive,2,2,4,Male,Sales,2,3,6232,3,Married,1,25,93,3,0,18,No,2
0,3,4,Manufacturing Director,3,2,4,Female,Research & Development,2,5,13247,3,Married,4,52,59,3,0,28,Yes,2
1,3,2,Research Scientist,7,1,2,Female,Research & Development,1,20,4081,3,Single,1,43,73,3,0,6,Yes,1
4,4,2,Sales Executive,2,3,2,Female,Sales,4,6,5769,3,Married,4,27,98,3,0,10,Yes,1
7,3,1,Research Scientist,2,3,3,Female,Research & Development,4,8,2394,2,Single,4,27,51,3,1,17,Yes,1
1,4,1,Research Scientist,3,3,2,Male,Research & Development,4,4,3904,2,Single,1,26,36,3,0,2,No,0
0,1,4,Manager,7,3,3,Female,Human Resources,3,20,16799,5,Married,3,42,31,3,0,10,No,0
0,1,1,Laboratory Technician,4,1,3,Female,Research & Development,3,5,2950,2,Married,3,52,54,3,0,8,No,9
0,3,1,Laboratory Technician,2,3,3,Female,Research & Development,1,3,3629,6,Single,1,37,94,3,0,11,No,4
2,4,3,Manufacturing Director,2,3,3,Male,Research & Development,3,2,9362,2,Single,3,35,60,3,0,18,No,2
0,4,1,Laboratory Technician,2,2,3,Male,Research & Development,2,3,3229,2,Married,1,25,81,3,0,1,No,4
0,1,1,Laboratory Technician,7,3,4,Male,Research & Development,4,7,3578,2,Single,3,26,100,3,0,7,No,0
0,1,3,Human Resources,9,2,2,Male,Human Resources,1,10,7988,3,Single,2,29,51,3,0,17,No,1
1,1,2,Laboratory Technician,3,3,2,Male,Research & Development,1,4,4284,2,Single,1,49,97,4,1,28,No,3
7,4,3,Healthcare Representative,7,3,3,Female,Research & Development,1,8,7553,1,Single,3,29,84,3,1,14,Yes,0
12,4,4,Research Director,7,2,3,Female,Research & Development,4,20,17328,3,Single,4,54,54,3,0,1,No,6
1,1,5,Research Director,8,3,3,Female,Research & Development,3,9,19701,3,Married,4,58,76,4,0,1,Yes,3
0,4,4,Research Director,7,4,4,Male,Research & Development,4,7,14732,4,Divorced,2,55,81,3,0,1,No,2
0,2,2,Sales Executive,4,3,3,Female,Sales,4,5,9278,3,Single,1,36,99,3,0,3,Yes,3
0,3,1,Sales Representative,0,3,1,Female,Sales,2,1,1359,3,Single,2,31,50,3,1,1,No,1
0,1,2,Sales Executive,2,3,3,Female,Sales,2,3,4779,3,Divorced,4,30,73,3,0,7,No,7
1,2,4,Research Director,2,4,3,Female,Research & Development,3,3,16422,3,Single,1,31,93,3,0,8,No,3
1,1,1,Research Scientist,3,3,3,Male,Research & Development,3,4,2996,2,Divorced,4,34,91,3,0,1,No,5
0,2,1,Research Scientist,0,4,2,Female,Research & Development,3,1,1261,3,Single,1,31,34,3,1,8,No,1
1,1,1,Laboratory Technician,0,4,3,Male,Research & Development,2,5,2099,3,Married,2,27,91,3,0,11,No,0
1,4,2,Laboratory Technician,4,2,2,Male,Research & Development,3,10,5810,2,Single,1,36,37,3,0,4,No,1
0,1,2,Sales Executive,2,2,2,Female,Sales,1,3,5647,3,Married,3,36,98,3,0,16,No,4
1,4,1,Research Scientist,5,2,3,Male,Research & Development,3,6,3420,2,Married,1,47,74,3,0,1,No,7
2,1,1,Sales Representative,2,3,2,Male,Sales,1,3,4400,2,Married,1,25,68,3,1,9,No,3
1,3,1,Laboratory Technician,5,1,4,Male,Research & Development,1,6,3500,2,Single,3,37,84,3,0,5,No,0
1,1,1,Research Scientist,2,4,3,Female,Research & Development,4,3,2066,3,Married,1,56,90,4,0,1,No,2
5,3,4,Research Director,17,4,3,Female,Research & Development,2,20,17169,2,Married,1,47,82,3,0,2,No,3
0,3,2,Sales Executive,4,3,3,Female,Sales,3,5,4162,3,Married,4,24,42,3,0,4,Yes,1
0,4,2,Sales Executive,3,2,3,Male,Sales,3,4,9204,3,Married,4,32,97,3,0,7,No,4
0,2,1,Laboratory Technician,4,2,2,Female,Research & Development,1,5,3294,2,Married,4,34,86,3,0,1,No,5
0,3,1,Research Scientist,2,2,4,Male,Research & Development,1,4,2127,5,Married,2,41,90,3,0,5,Yes,2
0,3,2,Laboratory Technician,7,4,3,Male,Research & Development,3,8,3975,2,Divorced,3,40,81,3,0,9,No,3
9,4,3,Sales Executive,7,3,3,Male,Sales,1,13,10793,5,Divorced,1,31,31,3,0,8,No,1
4,4,3,Sales Executive,7,4,3,Male,Sales,1,7,10096,1,Divorced,1,46,52,3,1,9,No,4
0,1,1,Laboratory Technician,0,4,2,Female,Research & Development,2,1,3646,2,Single,1,39,54,4,1,2,Yes,2
4,2,3,Manufacturing Director,8,3,4,Female,Research & Development,1,10,7446,2,Single,3,31,100,3,1,1,No,1
0,1,3,Healthcare Representative,7,3,1,Male,Research & Development,2,7,10851,2,Divorced,2,45,95,3,0,20,Yes,2
0,2,1,Human Resources,2,3,4,Female,Human Resources,4,3,2109,3,Single,4,31,96,3,0,8,No,9
2,4,1,Laboratory Technician,2,1,3,Male,Research & Development,3,2,3722,2,Married,2,31,94,3,1,2,Yes,6
1,4,3,Manufacturing Director,1,4,3,Male,Research & Development,4,3,9380,4,Married,2,45,55,3,0,29,Yes,4
2,1,2,Sales Executive,2,3,3,Male,Sales,1,2,5486,3,Divorced,3,48,96,3,0,7,No,4
2,3,1,Human Resources,2,3,3,Female,Human Resources,4,2,2742,0,Married,1,34,52,3,1,9,No,1
4,2,3,Research Director,8,3,2,Male,Research & Development,3,9,13757,5,Divorced,4,40,55,3,0,8,No,2
1,1,2,Sales Executive,4,3,3,Male,Sales,4,5,8463,4,Single,4,28,84,3,0,5,No,0
0,3,1,Laboratory Technician,2,3,2,Male,Research & Development,4,5,3162,5,Single,3,44,90,3,0,5,No,3
8,2,4,Research Director,8,2,4,Male,Research & Development,2,9,16598,2,Single,4,53,39,3,0,2,No,4
1,3,2,Healthcare Representative,2,2,3,Male,Research & Development,2,3,6651,0,Married,1,49,96,3,0,5,No,2
1,3,1,Research Scientist,1,4,3,Male,Research & Development,3,3,2345,3,Divorced,3,40,68,3,0,2,No,2
